HS_CODE,Name,Eng_Name,,
8481300000,체크(논리턴)밸브,Check (nonreturn) valves,,
8481400000,안전밸브,Safety or relief valves,,
84818010,그 밖의 밸브,Other valves,,
8481801010,전기 작동식의 것,Electrically operated,,
8481801020,액압 작동식의 것,Hydraulic pressure operated,,
8481801030,그 밖의 자동제어식의 것,Other automatically controlled,,
8481801090,기타,Other,,
8481802000,탭ㆍ코크와 트랩,"Taps, cocks and traps",,
8481809000,기타,Other,,
8481900000,부분품,Parts,,
8482102000,내경이 100밀리미터 이하인 것,Of the inside diameter not exceeding 100 ㎜,,
8482109000,기타,Other,,
8482200000,원추형 롤러베어링(roller bearing)[콘과 결합된 원추형 롤러베어링(roller bearing)을 포함한다],"Tapered roller bearings, including cone and tapered roller assemblies",,
8482300000,구형 롤러베어링(roller bearing),Spherical roller bearings,,
8482400000,니들 롤러베어링(roller bearing),Needle roller bearings,,
8482500000,그 밖의 원통형 롤러베어링(roller bearing),Other cylindrical roller bearings,,
8482800000,그 밖의 베어링[볼베어링(ball bearing)과 롤러베어링(roller bearing)이 결합된 것을 포함한다],"Other, including combined ball/roller bearings",,
8482910000,볼ㆍ니들ㆍ롤러,"Balls, needles and rollers",,
8482990000,기타,Other,,
8483101000,항공기용,For aircrafts,,
84831090,기타,Other,,
8483109010,제87류 차량용,For vehicles of Chapter 87,,
8483109090,기타,Other,,
8483201000,항공기용,For aircrafts,,
8483209000,기타,Other,,
8483301000,항공기용,For aircrafts,,
8483309000,기타,Other,,
84834010,항공기용,For aircrafts,,
8483401010,롤러 스크루(roller screw),Roller screws,,
8483401090,기타,Other,,
84834090,기타,Other,,
8483409010,기어,Gear,,
8483409020,기어박스,Gear boxes,,
8483409030,무단변속기,Automatic transmissions,,
848340904,롤러 스크루,Roller screws,,
8483409041,제87류 차량용,For vehicles of Chapter 87,,
8483409049,기타,Other,,
8483409090,기타,Other,,
8483501000,항공기용,For aircrafts,,
8483509000,기타,Other,,
8483601000,항공기용,For aircrafts,,
8483602000,풍력발전기용,For wind-powered generators,,
8483609000,기타,Other,,
8483901000,항공기용,For aircrafts,,
8483902000,풍력발전기용,For wind-powered generators,,
8483909000,기타,Other,,
8484101000,제87류 차량용,For vehicles of Chapter 87,,
8484109000,기타,Other,,
8484200000,메커니컬 실(mechanical seal),Mechanical seals,,
8484900000,기타,Other,,
8486101000,스핀 드라이어(원심분리방식으로 한정한다),Spin dryers by centrifugal process,,
8486102000,단결정 보울(boule)을 성장시키는 기계,Apparatus for growing or pulling monocrystal boules,,
84861030,보울(boule)이나 웨이퍼(wafer)의 가공용 공작기계,Machine-tools for working boules or wafers,,
848610301,단결정 보울(boule)을 얇게 절단하는 기기,Machines for sawing monocrystal boules into slices,,
8486103011,레이저 작동식 절단기,Laser operated cutting machine,,
8486103019,기타,Other,,
8486103020,웨이퍼 가공용의 연마기ㆍ광택기(래핑기를 포함한다),"Grinding or polishing machines for processing of wafer, including lapping machines",,
8486103090,기타,Other,,
84861040,각종 재료의 가공공작기계(레이저나 그 밖의 광선ㆍ광자빔ㆍ전기화학ㆍ전자빔ㆍ이온빔ㆍ플라즈마아크 방식에 의하여 재료의 일부를 제거하여 가공하는 것으로 한정한다),"Machine-tools for working any material by removal of material, by laser or other light or photon beam, electro-chemical, electron beam, ionic-beam or plasma arc processes",,
848610401,레이저나 그 밖의 광선ㆍ광자빔 방식에 의한 것,Operated by laser or other light or photon beam processes,,
8486104011,반도체 웨이퍼 제조공정에서 재료를 제거하는 방식에 의하여 재료를 가공하는 기계,Machines for working any material by removal of material in the production of semiconductor wafers,,
8486104019,기타,Other,,
848610402,전기화학ㆍ전자빔ㆍ이온빔이나 플라즈마아크방식에 의한 것,"Operated by electro-chemical, electron beam, ionic-beam or plasma arc process  ",,
8486104021,웨이퍼를 스트리핑ㆍ세척하는 기기,Apparatus for stripping or cleaning wafers,,
8486104029,기타 ,Other,,
84861050,전기식 노(爐)와 오븐(전자유도식ㆍ유전식을 포함한다),Electric furnaces and ovens (including those functioning by induction or dielectric loss),,
8486105010,저항가열식의 노(爐)와 오븐,Resistance heated furnaces and ovens,,
8486105020,전자유도식ㆍ유전식 노(爐)와 오븐,Furnaces and ovens functioning by induction or dielectric loss,,
8486105030,그 밖의 노(爐)와 오븐,Other furnaces and ovens,,
8486109000,기타,Other,,
8486201000,스핀 드라이어(원심분리방식으로 한정한다),Spin dryers by centrifugal process,,
8486202,전기식 노(爐)와 오븐(전자유도식ㆍ유전식을 포함한다),Electric furnaces and ovens (including those functioning by induction or dielectric loss),,
8486202100,저항가열식의 노(爐)와 오븐,Resistance heated furnaces and ovens,,
84862022,전자유도식ㆍ유전식 노(爐)와 오븐,Furnaces and ovens functioning by induction or dielectric loss,,
8486202210,반도체 웨이퍼 위에 반도체 소자를 제조하는 용도의 것,For the manufacture of semiconductor devices on semiconductor wafers,,
8486202290,기타,Other,,
84862023,그 밖의 노(爐)와 오븐,Other furnaces and ovens,,
8486202310,반도체 웨이퍼 급속가열기,Apparatus for rapid heating of semiconductor wafers,,
8486202390,기타,Other,,
8486203000,반도체재료 도핑용 이온주입기,Ion implanters for doping semiconductor materials,,
8486204000,반도체웨이퍼 위에 막을 형성하거나 금속을 증착하는 기계,Machines for depositing membrance or sputtering metal on semiconductor wafers ,,
8486205,굽힘용ㆍ접음용ㆍ교정용ㆍ펼침용 금속가공 공작기계(프레스를 포함한다),"Machine-tools (including presses) for working metal by bending, folding, straightening, flattening",,
84862051,수치제어식,Numerically controlled,,
8486205110,반도체 리드의 것,For semiconductor leads,,
8486205190,기타,Other,,
84862059,기타,Other,,
8486205910,반도체 리드의 것,For semiconductor leads,,
8486205990,기타,Other,,
84862060,감광성 반도체 재료에 회로모형을 투영하거나 드로잉하는 기기,Apparatus for the projection or drawing of circuit patterns on sensitised semiconductor materials,,
8486206010,반도체웨이퍼 위에 직접 그리는 기기,Direct write-on-semiconductor wafer apparatus,,
8486206020,스텝 앤 리피트 얼라이너,Step and repeat aligners,,
848620609,기타,Other,,
8486206091,레이저 작동식 기기,Laser operated apparatus,,
8486206099,기타,Other,,
8486207000,"반도체 웨이퍼를 습식 식각, 현상, 스트리핑하거나 세척하는 기계","Apparatus for wet etching, developing, stripping or cleaning semiconductor wafers",,
8486208,각종 재료의 가공공작기계(레이저나 그 밖의 광선ㆍ광자빔ㆍ전기화학ㆍ전자빔ㆍ이온빔ㆍ플라즈마아크 방식에 의하여 재료의 일부를 제거하여 가공하는 것으로 한정한다),"Machine-tools for working any material by removal of material, by laser or other light or photon beam, electro-chemical, electron beam, ionic-beam or plasma arc processes",,
84862081,레이저나 그 밖의 광선ㆍ광자빔 방식에 의한 것,Operated by laser or other light or photon beam processes,,
8486208110,반도체 제조공정 중 레이저빔에 의하여 연결통로를 절단하는 레이저절단기,Laser cutters for cutting contacting tracks in semiconductor materials,,
8486208120,반도체 웨이퍼 제조공정에서 재료를 제거하는 방식에 의하여 재료를 가공하는 기계,Machines for working any material by removal of material in the production of semiconductor wafers,,
8486208190,기타,Other,,
84862084,전기화학ㆍ전자빔ㆍ이온빔이나 플라즈마아크방식에 의한 것,"Operated by electro-chemical, electron beam, ionic-beam or plasma arc process  ",,
8486208410,반도체재료의 건식식각 패턴용의 것,For dry-etching patterns on semiconductor materials,,
8486208420,반도체웨이퍼를 스트리핑하거나 세척하는 기기,Apparatus for stripping or cleaning semiconductor wafers,,
8486208490,기타,Other,,
8486209,기타,Other,,
84862091,액체나 분말의 분사용ㆍ살포용ㆍ분무용 기기,"Mechanical appliances for projecting, dispersing or spraying liquids or powders",,
8486209110,"반도체 웨이퍼의 식각, 스트리핑하거나 세척을 위한 분사기","Spraying appliances for etching, stripping or cleaning semiconductor wafers",,
8486209120,전기도금공정에 앞서 반도체패키지의 금속리드의 세척과 오염물질제거기,Deflash machines for cleaning and removing contaminants from the metal leads of semiconductor packages prior to the electroplating process,,
8486209190,기타,Other,,
8486209200,포토레지스트를 도포ㆍ현상ㆍ경화시키는 기계,Machines of coating and developing or stabilizing photoresist,,
84862093,광물성 물질의 가공용 공작기계,Machine-tools for working mineral materials,,
8486209310,반도체 웨이퍼가공용의 연마기ㆍ광택기(래핑기를 포함한다),"Grinding or polishing machines for processing of semiconductor wafer, including lapping machines",,
848620932,반도체 웨이퍼의 스크라이빙ㆍ스코어링을 위한 다이싱기,Dicing machines for scribing or scoring semiconductor wafers,,
8486209321,레이저 작동식 기기,Laser operated apparatus,,
8486209329,기타,Other,,
8486209390,기타,Other,,
8486209400,웨이퍼ㆍ캐리어ㆍ튜브를 세척하는 기계,"Machine for washing wafers, carrier or tube",,
8486209500,반도체웨이퍼 위에 테이프를 부착시키는 기계,Machine for mounting tape on semiconductor wafers,,
8486209600,반도체웨이퍼를 개별 칩으로 절단하는 기기,Machine for sawing semiconductor wafer into chips,,
8486209900,기타,Other,,
8486301000,"습식 식각, 현상, 스트리핑하거나 세척하는 기기","Apparatus for wet etching, developing, stripping or cleaning",,
8486302000,감광성 평판디스플레이용기판에 회로모형을 투영하거나 드로잉하는 기기,Apparatus for the projection or drawing of circuit patterns on sensitised flat panel display substrates,,
84863030,"각종 재료의 가공공작기계(레이저나 그 밖의 광선,광자빔, 초음파, 방전, 전기화학, 전자빔, 이온빔, 플라즈마아크 방식에 의하여 재료의 일부를 제거하여 가공하는 것으로 수리기능 유무에 상관없다.)","Machine-tools for working any material by removal of material by laser or other light or photon beam, ultrasonic, electro-discharge, electro-chemical, electron beam, ionic-beam or plasma arc processes, whether or not capable of repairing",,
8486303010,"레이저나 그 밖의 광선, 광자빔 방식에 의한 것",Operated by laser or other light or photon beam processes,,
8486303020,초음파 방식에 의한 것,Operated by ultrasonic processes,,
8486303030,방전 방식에 의한 것,Operated by electro-discharge processes,,
848630304,"기타(전기화학, 전자빔, 이온빔, 플라즈마아크 방식으로 한정한다)","Other, by electro-chemical, electron beam, ionic-beam or plasma arc processes.",,
8486303042,유기발광다이오드(오엘이디) 제조용 건식 식각기,Dry etchers for manufacturing organic light-emitting diodes (OLED),,
8486303043,그 밖의 건식식각기,Other dry etchers,,
8486303049,기타,Other,,
84863040,광물성 물질의 가공용 공작기계,Machine-tools for working mineral materials,,
8486304010,연마기ㆍ광택기,Grinding  or polishing machines,,
8486304090,기타,Other,,
84863050,"도포기, 도포ㆍ현상기와 증착기","Coating, coating and developing or deposition machines",,
848630501,도포기,Coating machines,,
8486305011,유기발광다이오드(오엘이디) 제조용,For manufacturing organic light-emitting diodes (OLED),,
8486305019,기타,Other,,
8486305020,도포ㆍ현상기,Coating and developing machines,,
848630504,유기발광다이오드(오엘이디) 제조용 증착기,Deposition machines for manufacturing organic light-emitting diodes (OLED),,
8486305041,물리적 방식의 것,Operated by physical method,,
8486305042,화학적 방식의 것,Operated by chemical method,,
8486305049,기타,Other,,
848630505,그 밖의 증착기,Other deposition machines ,,
8486305051,물리적 방식의 것,Operated by physical method,,
8486305052,화학적 방식의 것,Operated by chemical method,,
8486305059,기타,Other,,
84863060,액정 공정용 기기,Machine and apparatus for liquid crystal progress of work ,,
8486306010,"실(seal), 쇼트, 스페이서, 액정 디스펜서","Seal, Short, Spacer or Liquid crystal dispenser",,
8486306020,스크라이빙 머신,Scribing machines,,
8486306030,패널 어셈블러,Panel assembler,,
8486306090,기타,Other,,
8486307000,원심분리기(원심탈수기를 포함한다),"Centrifuges, including centrifugal dryers",,
8486308000,액체나 분말의 분사용ㆍ살포용ㆍ분무용 기기,"Mechanical appliances for projecting, dispersing or spraying liquids or powders",,
84863090,기타,Other,,
8486309020,평판디스플레이 제조용 로보트,Robots for making flat panel displays,,
8486309090,기타,Other,,
84864010,마스크와 레티클의 제조용ㆍ수리용 기계와 기기,Machines and apparatus for the manufacture or repair of masks and reticles ,,
8486401010,패턴형성기(주로 사진 감광액이 도포된 감광판으로부터 마스크와 레티클을 제조하기 위해 사용되는 것),Pattern generating apparatus of a kind used for producing masks or reticles from photoresist coated substrates,,
8486401020,마스크와 레티클을 처리ㆍ수리하기 위한 포커스드 이온빔 밀링기,Focused ionic-beam milling machines for removing or repairing mask and reticle,,
8486401030,포토레지스트를 도포ㆍ현상ㆍ경화시키는 기계,"Machines of coating, developing or stabilizing photoresist",,
8486401040,"마스크와 레티클을 식각, 세척, 스트리핑하는 기계와 기기","Machines and apparatus for etching, cleaning or stripping mask and reticle",,
8486401090,기타,Other,,
84864020,반도체 디바이스ㆍ전자집적회로의 조립용 기계와 기기,Machines and apparatus for assembling semiconductor devices or electronic integrated circuits,,
8486402010,"반도체 조립용의 다이 부착기, 테이프자동접착기ㆍ와이어접착기","Die attach apparatus, tape automated bonders, and wire bonders for assembly of semiconductors",,
8486402020,반도체 디바이스를 삽입ㆍ제거시키는 기계,Machines for inserting or removing semiconductor devices,,
848640203,패키지성형이나 리드프레임의 절단용ㆍ성형용 기계,Machines for molding package or cutting and molding lead frame,,
8486402031,반도체조립용 인캡슐레이션 기기,Encapsulation equipment for assembly of semiconductors,,
8486402039,기타,Other,,
8486402040,납볼을 반도체 제조용 인쇄회로기판이나 세라믹기판에 탑재하는 기계,Machines to attach solder ball on semiconductor circuit board or ceramic board,,
8486402050,웨이퍼를 세라믹판에 부착ㆍ분리하는 기계,Apparatus designed to bond or detach wafer on ceramic block,,
8486402070,사출식ㆍ압축식의 고무ㆍ플라스틱 성형용 주형,Moulds for rubber or plastics of injection or compression types,,
8486402080,"반도체 다이를 부착하거나 웨이퍼, 캐리어, 튜브를 세척하는 기계","Machines for bonding semiconductor die, washing wafers, carrier or tube",,
848640209,기타,Other,,
8486402091,"굽힘용ㆍ접음용ㆍ교정용ㆍ펼침용 금속가공 공작기계(반도체 리드의 것으로서 프레스를 포함하며, 수치제어식의 여부는 상관없다)","Machine-tools (including presses) for working metal by bending, folding, straightening, flattening, for semiconductor leads, whether or not numerically controlled",,
8486402092,"굽힘용ㆍ접음용ㆍ교정용ㆍ펼침용 금속가공 공작기계(반도체 리드 외의 것으로서 프레스를 포함하며, 수치제어식의 여부는 상관없다)","Machine-tools (including presses) for working metal by bending, folding, straightening, flattening, other than semiconductor leads, whether or not numerically controlled",,
8486402093,웨이퍼의 절단 이전에 전체 웨이퍼에 연결접점(범프)을 형성하는 웨이퍼 범핑용 기기,Machines for forming connections(bump) on an entire wafer before dicing,,
8486402094,전기도금공정에 앞서 반도체패키지의 금속리드의 세척이나 오염물질제거기(액체나 분말의 분사용ㆍ살포용ㆍ분무용으로 한정한다),"Deflash machines for cleaning and removing contaminants from the metal leads of semiconductor packages prior to the electroplating process, for projecting, dispersing or spraying liquids or powders",,
8486402095,저항가열식의 전기식 노(爐)와 오븐,Resistance heated electric furnaces and ovens,,
8486402099,기타,Other,,
84864030,"보울, 웨이퍼, 반도체 디바이스, 전자집적회로와 평판디스플레이의 권양(捲揚), 취급, 적하(積荷)나 양하(揚荷)용 기계와 기기","Machines and apparatus for lifting, handing, loading or unloading of boules, wafers,  semiconductor devices, electronic integrated circuits and flat panel displays",,
8486403010,"반도체 소자 제조용 웨이퍼, 웨이퍼카셋트, 상자나 그 밖의 물품을 이송, 핸들링 그리고 저장하기 위한 것","Automated machines and apparatus for transport, handling and storage of semiconductor wafers, wafer cassettes, boxes and other material for semiconductor devices",,
8486403020,"평판디스플레이의 권양(捲揚), 취급, 적하(積荷)나 양하(揚荷)용의 것","For lifting, handling, loading or unloading of flat panel display",,
8486403090,기타,Other,,
84869010,보울ㆍ웨이퍼 제조용 기계와 기기의 것,Of machines and apparatus for the manufacture of boules or wafers,,
8486901010,"제8486.10.1000호, 제8486.10.2000호, 제8486.10.3011호, 제8486.10.3019호, 제8486.10.3020호, 제8486.10.4011호, 제8486.10.4021호, 제8486.10.5010호, 제8486.10.5020호, 제8486.10.5030호의 것","Of subheading 8486.10.1000, 8486.10.2000, 8486.10.3011, 8486.10.3019, 8486.10.3020, 8486.10.4011, 8486.10.4021, 8486.10.5010, 8486.10.5020 or 8486.10.5030",,
8486901020,"제8486.10.3090호, 제8486.10.4019호, 제8486.10.4029호, 제8486.10.9000호의 것","Of subheading 8486.10.3090, 8486.10.4019, 8486.10.4029 or 8486.10.9000",,
84869020,반도체 디바이스ㆍ전자집적회로 제조용 기계와 기기의 것,Of machines and apparatus for making semiconductor devices or electronic integrated circuits,,
8486902010,"제8486.20.1000호, 제8486.20.2100호, 제8486.20.2210호, 제8486.20.2310호, 제8486.20.2390호, 제8486.20.3000호, 제8486.20.4000호, 제8486.20.5110호, 제8486.20.5910호, 제8486.20.6010호, 제8486.20.6020호, 제8486.20.6091호, 제8486.20.6099호, 제8486.20.7000호, 제8486.20.8110호, 제8486.20.8120호, 제8486.20.8410호, 제8486.20.8420호, 제8486.20.9110호, 제8486.20.9120호, 제8486.20.9190호, 제8486.20.9200호, 제8486.20.9310호, 제8486.20.9321호, 제8486.20.9329호, 제8486.20.9400호, 제8486.20.9500호, 제8486.20.9600호의 것","Of subheading 8486.20.1000, 8486.20.2100, 8486.20.2210, 8486.20.2310, 8486.20.2390, 8486.20.3000, 8486.20.4000, 8486.20.5110, 8486.20.5910, 8486.20.6010, 8486.20.6020, 8486.20.6091, 8486.20.6099, 8486.20.7000, 8486.20.8110, 8486.20.8120, 8486.20.8410, 8486.20.8420, 8486.20.9110, 8486.20.9120, 8486.20.9190, 8486.20.9200, 8486.20.9310, 8486.20.9321, 8486.20.9329, 8486.20.9400, 8486.20.9500 or 8486.20.9600",,
8486902020,"제8486.20.2290호, 제8486.20.5190호, 제8486.20.5990호, 제8486.20.8190호, 제8486.20.8490호, 제8486.20.9390호, 제8486.20.9900호의 것","Of subheading 8486.20.2290, 8486.20.5190, 8486.20.5990, 8486.20.8190, 8486.20.8490, 8486.20.9390 or 8486.20.9900",,
84869030,평판디스플레이 제조용 기계와 기기의 것,Of machines and apparatus for the manufacture of flat panel displays,,
8486903010,"제8486.30.1000호, 제8486.30.2000호의 것",Of subheading 8486.30.1000 or 8486.30.2000,,
8486903020,"제8486.30.3010호, 제8486.30.3020호, 제8486.30.3030호, 제8486.30.3043호, 제8486.30.3049호, 제8486.30.4010호, 제8486.30.4090호, 제8486.30.6020호, 제8486.30.7000호, 제8486.30.8000호, 제8486.30.9020호, 제8486.30.9090호의 것 ","Of subheading 8486.30.3010, 8486.30.3020, 8486.30.3030, 8486.30.3043, 8486.30.3049, 8486.30.4010, 8486.30.4090, 8486.30.6020, 8486.30.7000, 8486.30.8000, 8486.30.9020 or 8486.30.9090 ",,
8486903030,"제8486.30.5019호, 제8486.30.5020호, 제8486.30.5051호, 제8486.30.5052호, 제8486.30.5059호, 제8486.30.6010호, 제8486.30.6030호, 제8486.30.6090호의 것","Of subheading 8486.30.5019, 8486.30.5020, 8486.30.5051, 8486.30.5052, 8486.30.5059, 8486.30.6010, 8486.30.6030, or 8486.30.6090",,
8486903040,"제8486.30.3042호, 제8486.30.5011호, 제8486.30.5041호, 제8486.30.5042호, 제8486.30.5049호의 것","Of subheading 8486.30.3042, 8486.30.5011, 8486.30.5041,  8486.30.5042 or 8486.30.5049",,
84869040,이 류의 주 제9호다목에서 특정한 기계와 기기의 것,Of machines and apparatus specified in Note 9 (C) to this Chapter,,
8486904010,"제8486.40.1010호, 제8486.40.1020호, 제8486.40.1030호, 제8486.40.2010호, 제8486.40.2031호, 제8486.40.2070호, 제8486.40.2080호, 제8486.40.2091호, 제8486.40.2094호, 제8486.40.2095호, 제8486.40.3010호, 제8486.40.3020호,제8486.40.3090호의 것","Of subheading 8486.40.1010, 8486.40.1020, 8486.40.1030, 8486.40.2010, 8486.40.2031, 8486.40.2070, 8486.40.2080, 8486.40.2091, 8486.40.2094, 8486.40.2095, 8486.40.3010, 8486.40.3020, 8486.40.3090",,
8486904020,"제8486.40.1040호, 제8486.40.1090호, 제8486.40.2020호, 제8486.40.2039호, 제8486.40.2040호, 제8486.40.2050호,  제8486.40.2092호, 제8486.40.2093호, 제8486.40.2099호의 것 ","Of subheading 8486.40.1040, 8486.40.1090, 8486.40.2020, 8486.40.2039, 8486.40.2040, 8486.40.2050, 8486.40.2092, 8486.40.2093, 8486.40.2099 ",,
8487100000,선박이나 보트의 추진기와 그 블레이드(blade),Ships＇ or boats＇ propellers and blades therefor,,
8487901000,제87류 차량용,For vehicles of Chapter 87,,
84879090,기타,Other,,
8487909010,오일 실링,Oil seal rings,,
8487909090,기타,Other,,
8501101000,직류 전동기,DC motors,,
8501102000,교류 전동기,AC motors,,
8501103000,교류ㆍ직류 겸용 전동기,Universal AC/DC motors,,
8501201000,출력이 37.5와트 초과 100와트 이하인 것,"Of an output exceeding 37.5 W, but not exceeding 100 W",,
8501202000,출력이 100와트 초과 750와트 이하인 것,"Of an output exceeding 100 W, but not exceeding 750 W",,
8501203000,출력이 750와트를 초과하는 것,Of an output exceeding 750 W,,
85013110,직류 전동기,DC motors,,
8501311010,출력이 100와트 이하인 것,Of an output not exceeding 100 W,,
8501311090,기타,Other,,
8501312000,직류 발전기,DC generators,,
8501321000,직류 전동기,DC motors,,
8501322000,직류 발전기,DC generators,,
8501331000,직류 전동기,DC motors,,
8501332000,직류 발전기,DC generators,,
8501341000,직류 전동기,DC motors,,
8501342000,직류 발전기,DC generators,,
8501401000,출력이 100와트 이하인 것,Of an output not exceeding 100 W,,
8501402000,출력이 100와트 초과 750와트 이하인 것,Of an output exceeding 100 W but not exceeding 750 W,,
8501403000,출력이 750와트 초과 75킬로와트 이하인 것,Of an output exceeding 750 W but not exceeding 75 kW,,
8501404000,출력이 75킬로와트를 초과하는 것,Of an output exceeding 75 kW,,
8501510000,출력이 750와트 이하인 것,Of an output not exceeding 750 W,,
8501520000,출력이 750와트 초과 75킬로와트 이하인 것,Of an output exceeding 750 W but not exceeding 75 kW,,
8501531000,출력이 375킬로와트 이하인 것,Of an output not exceeding 375 kW,,
8501532000,"출력이 375킬로와트 초과 1,500킬로와트 이하인 것",Of an output exceeding 375 kW but not exceeding 1500 kW,,
8501534000,"출력이 1,500킬로와트를 초과하는 것",Of an output exceeding 1500 kW,,
8501611000,출력이 750볼트암페어 이하인 것,Of an output not exceeding 750 VA,,
8501612000,출력이 750볼트암페어 초과 75킬로볼트암페어 이하인 것,Of an output exceeding 750 VA but not exceeding 75 kVA,,
8501620000,출력이 75킬로볼트암페어 초과 375킬로볼트암페어 이하인 것,Of an output exceeding 75 kVA but not exceeding 375 kVA,,
8501631000,400킬로와트에 상응하는 출력 이상인 것,Not less than an output equivalent to 400 kW,,
8501639000,기타,Other,,
8501640000,출력이 750킬로볼트암페어를 초과하는 것,Of an output exceeding 750 kVA,,
8502111000,출력이 750볼트암페어 이하인 것,Of an output not exceeding 750 VA,,
8502112000,출력이 750볼트암페어 초과 75킬로볼트암페어 이하인 것,Of an output exceeding 750 VA but not exceeding 75 kVA,,
8502120000,출력이 75킬로볼트암페어 초과 375킬로볼트암페어 이하인 것,Of an output exceeding 75 kVA but not exceeding 375 kVA,,
85021310,출력이 375킬로볼트암페어 초과 750킬로볼트암페어 이하인 것,Of an output exceeding 375 kVA but not exceeding 750 kVA,,
8502131010,400킬로와트에 상응하는 출력 이상인 것,Not less than an output equivalent to 400 kW,,
8502131090,기타,Other,,
8502132000,"출력이 750킬로볼트암페어 초과 3,500킬로볼트암페어 이하인 것",Of an output exceeding 750 kVA but not exceeding 3500 kVA,,
8502134000,"출력이 3,500킬로볼트암페어를 초과하는 것",Of an output exceeding 3500 kVA,,
8502201000,출력이 75킬로볼트암페어 이하인 것,Of an output not exceeding 75 kVA,,
8502202000,출력이 75킬로볼트암페어 초과 375킬로볼트암페어 이하인 것,Of an output exceeding 75 kVA but not exceeding 375 kVA,,
85022030,출력이 375킬로볼트암페어 초과 750킬로볼트암페어 이하인 것,Of an output exceeding 375 kVA but not exceeding 750 kVA,,
8502203010,400킬로와트에 상응하는 출력 이상인 것,Not less than an output equivalent to 400 kW,,
8502203090,기타,Other,,
8502204000,출력이 750킬로볼트암페어를 초과하는 것,Of an output exceeding 750 kVA,,
8502311000,출력이 75킬로볼트암페어 이하인 것,Of an output not exceeding 75 kVA,,
8502312000,출력이 75킬로볼트암페어 초과 750킬로볼트암페어 이하인 것,Of an output exceeding 75 kVA but not exceeding 750 kVA,,
8502314000,출력이 750킬로볼트암페어를 초과하는 것,Of an output exceeding 750 kVA,,
8502391000,출력이 75킬로볼트암페어 이하인 것,Of an output not exceeding 75 kVA,,
8502392000,출력이 75킬로볼트암페어 초과 375킬로볼트암페어 이하인 것,Of an output exceeding 75 kVA but not exceeding 375 kVA,,
8502393000,출력이 375킬로볼트암페어 초과 750킬로볼트암페어 이하인 것,Of an output exceeding 375 kVA but not exceeding 750 kVA,,
8502394000,출력이 750킬로볼트암페어를 초과하는 것,Of an output exceeding 750 kVA,,
8502400000,회전변환기,Electric rotary converters,,
8503001000,전동기의 것,Of motors,,
85030020,발전기ㆍ발전세트의 것,Of generators and of generating sets,,
8503002010,풍력발전기용,For wind-powered generators,,
8503002090,기타,Other,,
8503003000,회전변환기의 것,Of rotary converters,,
85041010,전류가 20암페어 이하인 것,Rated at not more than 20 A,,
8504101010,전류가 1암페어 이하인 것,Rated at not more than 1 A,,
8504101020,전류가 1암페어 초과 20암페어 이하인 것,Rated at more than 1 A but not more than 20 A,,
8504102000,전류가 20암페어 초과 60암페어 이하인 것,Rated at more than 20 A but not more than 60 A,,
8504103000,전류가 60암페어를 초과하는 것,Rated at more than 60 A,,
8504211000,계기용 변압기,Instrument transformers,,
85042190,기타,Other,,
8504219010,용량이 100킬로볼트암페어 이하인 것,Having a power handling capacity not exceeding 100 kVA,,
8504219020,용량이 100킬로볼트암페어 초과 650킬로볼트암페어 이하인 것,Having a power handling capacity exceeding 100 kVA but not exceeding 650 kVA,,
8504221000,계기용 변압기,Instrument transformers,,
85042290,기타,Other,,
8504229010,"용량이 650킬로볼트암페어 초과 1,000킬로볼트암페어 이하인 것","Having a power handling capacity exceeding 650 kVA but not exceeding 1,000 kVA",,
8504229020,"용량이 1,000킬로볼트암페어 초과 5,000킬로볼트암페어 이하인 것","Having a power handling capacity exceeding 1,000 kVA but not exceeding 5,000 kVA",,
8504229030,"용량이 5,000킬로볼트암페어 초과 10,000킬로볼트암페어 이하인 것","Having a power handling capacity exceeding 5,000 kVA but not exceeding 10,000 kVA",,
8504230000,"용량이 10,000킬로볼트암페어를 초과하는 것","Having a power handling capacity exceeding 10,000 kVA",,
8504311000,계기용 변압기,Instrument transformers,,
8504312000,전압 조정기,Voltage regulators,,
85043190,기타,Other,,
8504319010,용량이 100볼트암페어 이하인 것,Having a power handling capacity not exceeding 100 VA,,
8504319020,용량이 100볼트암페어 초과 500볼트암페어 이하인 것,Having a power handling capacity exceeding 100 VA but not exceeding 500 VA,,
8504319040,용량이 500볼트암페어 초과 1킬로볼트암페어 이하인 것,Having a power handling capacity exceeding 500 VA but not exceeding 1 kVA,,
8504321000,계기용 변압기,Instrument transformers,,
8504322000,전압 조정기,Voltage regulators,,
85043290,기타,Other,,
8504329010,용량이 1킬로볼트암페어 초과 5킬로볼트암페어 이하인 것,Having a power handling capacity exceeding 1 kVA but not exceeding 5 kVA,,
8504329020,용량이 5킬로볼트암페어 초과 16킬로볼트암페어 이하인 것,Having a power handling capacity exceeding 5 kVA but not exceeding 16 kVA,,
8504331000,계기용 변압기,Instrument transformers,,
8504332000,전압 조정기,Voltage regulators,,
85043390,기타,Other,,
8504339010,용량이 16킬로볼트암페어 초과 30킬로볼트암페어 이하인 것,Having a power handling capacity exceeding 16 kVA but not exceeding 30 kVA,,
8504339020,용량이 30킬로볼트암페어 초과 100킬로볼트암페어 이하인 것,Having a power handling capacity exceeding 30 kVA but not exceeding 100 kVA,,
